City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
276,Ialibu,PG,-6.2821,143.9935,66.54,69,66,2.84,broken clouds
277,Seydi,TM,39.4816,62.9137,75.33,37,45,20.6,scattered clouds
278,Marawi,PH,7.9986,124.2928,74.43,83,85,0.58,light rain
279,Zaozerne,UA,45.1582,33.2787,57.69,79,63,9.91,broken clouds
280,The Pas,CA,53.8251,-101.2541,69.82,35,75,10.36,broken clouds
281,Basse-Pointe,MQ,14.8695,-61.115,80.65,62,96,13.11,overcast clouds
282,Sioux Lookout,CA,50.1001,-91.917,60.87,44,100,9.22,overcast clouds
283,Maralal,KE,1.0968,36.698,57.85,87,99,0.2,overcast clouds
284,Sotnikovskoye,RU,45.0039,43.7772,50.16,79,21,5.3,few clouds
285,Angoche,MZ,-16.2325,39.9086,70.38,80,0,6.55,clear sky
286,Tsogni,GA,-2.7942,10.0988,72.68,93,14,4.7,few clouds
287,Cayenne,GF,4.9333,-52.3333,83.08,1,0,3.44,clear sky
288,Cincu,RO,45.9167,24.8,58.5,92,55,21.0,moderate rain
289,Craigieburn,AU,-37.6,144.95,58.96,86,75,20.71,broken clouds
290,Nanortalik,GL,60.1432,-45.2371,33.62,81,6,10.13,clear sky
291,Muyezerskiy,RU,63.9333,31.65,37.45,91,100,4.14,overcast clouds
292,The Valley,AI,18.217,-63.0578,82.26,74,40,12.66,scattered clouds
293,Yar-Sale,RU,66.8333,70.8333,39.16,73,92,12.77,overcast clouds
294,Iqaluit,CA,63.7506,-68.5145,15.53,66,75,21.85,broken clouds
295,Nerchinskiy Zavod,RU,51.3088,119.61,68.29,26,8,0.92,clear sky
296,Hasaki,JP,35.7333,140.8333,73.29,71,47,8.93,scattered clouds
297,Chililabombwe,ZM,-12.3648,27.8229,53.02,54,0,3.87,clear sky
298,Portland,US,45.5234,-122.6762,75.96,53,75,5.01,broken clouds
299,Morgan Hill,US,37.1305,-121.6544,92.55,37,0,16.11,clear sky
300,Dwarka,IN,22.2394,68.9678,81.5,80,6,15.99,clear sky
301,Severo-Kurilsk,RU,50.6789,156.125,41.0,92,100,5.39,overcast clouds
302,Atar,MR,20.5169,-13.0499,92.82,14,75,4.36,broken clouds
303,Inta,RU,66.0317,60.1659,52.95,67,100,23.44,overcast clouds
304,Jian,CN,27.1172,114.9793,71.65,97,98,5.77,moderate rain
305,Zhoucheng,CN,35.9122,116.3117,71.4,25,100,5.95,overcast clouds
306,Rawlins,US,41.7911,-107.2387,68.36,21,0,18.41,clear sky
307,Pec,XK,42.6591,20.2883,64.33,39,29,6.62,scattered clouds
308,Helong,CN,42.5397,128.9972,47.75,91,100,3.0,overcast clouds
309,Karema,TZ,-6.8205,30.4389,70.84,74,82,2.19,broken clouds
310,Uruzgan,AF,32.8333,66.0,69.82,12,26,6.76,scattered clouds
311,Alihe,CN,50.5667,123.7167,70.88,32,78,2.24,broken clouds
312,Bardiyah,LY,31.7561,25.0865,70.02,58,0,3.69,clear sky
313,Sao Filipe,CV,14.8961,-24.4956,71.13,80,5,8.5,clear sky
314,Te Anau,NZ,-45.4167,167.7167,43.12,77,10,0.96,clear sky
315,Mercedes,AR,-34.6515,-59.4307,44.78,85,88,4.63,overcast clouds
316,Grand Junction,US,39.0639,-108.5507,80.31,14,0,11.5,clear sky
317,Alyangula,AU,-13.8483,136.4192,81.03,61,15,10.94,few clouds
318,Meulaboh,ID,4.1363,96.1285,76.77,84,96,5.28,overcast clouds
319,Rocha,UY,-34.4833,-54.3333,51.57,94,100,13.09,overcast clouds
320,Tres Picos,MX,15.8667,-93.5333,84.07,73,100,7.36,overcast clouds
321,Ust-Nera,RU,64.5667,143.2,46.54,60,100,8.01,overcast clouds
322,Blizhne-Pesochnoye,RU,55.3456,42.1015,38.8,88,96,6.42,overcast clouds
323,Mandalgovi,MN,45.7625,106.2708,61.09,16,3,10.13,clear sky
324,Kankon,IN,15.0167,74.0167,82.2,85,100,9.8,overcast clouds
325,Polaniec,PL,50.4332,21.2812,52.92,97,75,1.01,broken clouds
326,Leshukonskoye,RU,64.8989,45.7622,43.07,96,100,6.98,overcast clouds
327,Lompoc,US,34.6391,-120.4579,73.0,59,0,11.5,clear sky
328,Shatsk,RU,54.0258,41.7119,41.52,66,90,7.27,overcast clouds
329,Adrar,MR,20.5022,-10.0711,88.43,13,1,8.48,clear sky
330,Esperance,AU,-33.8667,121.9,57.9,77,59,8.39,broken clouds
331,Laiyang,CN,36.9758,120.7136,69.28,30,3,12.48,clear sky
332,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,73.42,73,58,2.84,broken clouds
333,Okato,NZ,-39.2,173.8833,59.92,100,57,5.97,broken clouds
334,Coquimbo,CL,-29.9533,-71.3436,55.13,100,0,4.61,clear sky
335,Tautira,PF,-17.7333,-149.15,79.63,71,40,9.78,scattered clouds
336,Sinnamary,GF,5.3833,-52.95,78.76,87,11,8.28,few clouds
337,Camana,PE,-16.6228,-72.7111,63.75,83,29,5.35,scattered clouds
338,Wellington,NZ,-41.2866,174.7756,52.07,83,100,14.97,overcast clouds
339,Fukue,JP,32.6881,128.8419,66.56,100,75,5.75,broken clouds
340,Broome,US,42.2506,-75.833,70.2,56,98,5.99,overcast clouds
341,Laredo,US,27.5064,-99.5075,84.49,45,0,5.75,clear sky
342,Bereda,ES,43.2686,-7.5406,51.58,99,28,4.45,scattered clouds
343,Mazagao,BR,-0.115,-51.2894,78.85,96,6,3.49,clear sky
344,Balvi,LV,57.1313,27.2658,54.39,82,100,2.8,overcast clouds
345,Sarakhs,IR,36.5449,61.1577,73.6,35,0,13.6,clear sky
346,San Andres,CO,12.5847,-81.7006,80.62,89,75,11.5,broken clouds
347,Launceston,AU,-41.45,147.1667,51.8,93,93,5.75,overcast clouds
348,Biltine,TD,14.5333,20.9167,83.88,8,54,8.32,broken clouds
349,La Ronge,CA,55.1001,-105.2842,62.85,34,40,5.75,scattered clouds
350,Sangar,RU,63.9242,127.4739,46.17,52,72,3.4,broken clouds
351,Luderitz,NA,-26.6481,15.1594,57.09,79,3,6.08,clear sky
352,Channel-Port Aux Basques,CA,47.5702,-59.1367,44.69,79,0,8.61,clear sky
353,Manta,EC,-0.95,-80.7333,74.98,73,40,13.8,scattered clouds
354,Marzuq,YE,14.4,46.4667,74.32,37,8,2.71,clear sky
355,San Cristobal,VE,7.7669,-72.225,75.38,90,100,2.98,overcast clouds
356,Askiz,RU,53.1319,90.5264,65.41,55,48,1.95,scattered clouds
357,Faya,SA,18.3851,42.4509,69.91,38,40,3.04,scattered clouds
358,Camamu,BR,-13.9447,-39.1039,70.74,92,50,6.17,scattered clouds
359,Porbandar,IN,21.6422,69.6093,81.55,80,14,12.93,few clouds
360,Saint George,US,37.1041,-113.5841,96.44,10,0,5.01,clear sky
361,Alakurtti,RU,66.9672,30.3491,41.63,69,99,3.87,overcast clouds
362,Bulanash,RU,57.2783,61.9965,47.48,96,27,4.68,scattered clouds
363,Nome,US,64.5011,-165.4064,51.17,71,0,14.97,clear sky
364,Aban,RU,56.67,96.06,56.98,64,29,9.53,scattered clouds
365,Mao,ES,39.8885,4.2658,59.56,88,0,5.75,clear sky
366,Kruisfontein,ZA,-34.0033,24.7314,58.86,86,41,11.01,light rain
367,Makakilo City,US,21.3469,-158.0858,81.68,51,75,16.11,broken clouds
368,Sobolevo,RU,54.4299,31.8996,52.5,81,93,6.73,overcast clouds
369,Chuy,UY,-33.6971,-53.4616,56.62,92,100,18.03,overcast clouds
370,Kijini,TZ,-5.85,39.3167,76.14,87,81,9.37,light rain
371,Alofi,NU,-19.0595,-169.9187,82.29,74,82,11.5,broken clouds
372,Kirovsk,UA,48.6375,38.6428,54.86,70,95,6.78,overcast clouds
373,Lorengau,PG,-2.0226,147.2712,83.73,69,100,2.33,overcast clouds
374,Akom,CM,2.6678,12.7109,67.93,98,94,1.25,overcast clouds
375,Trail,CA,49.0998,-117.7022,62.78,71,100,1.99,overcast clouds
376,Caceres,ES,39.522,-6.3748,57.7,44,6,4.83,clear sky
377,Khani,GE,41.9563,42.9566,40.57,89,7,6.35,clear sky
378,Micheweni,TZ,-4.9667,39.8333,77.49,86,38,9.93,light rain
379,Abu Zabad,SD,12.35,29.25,82.27,11,43,7.0,scattered clouds
380,Carutapera,BR,-1.195,-46.02,74.39,95,20,6.06,few clouds
381,Wajir,KE,1.7471,40.0573,75.72,79,29,9.71,scattered clouds
382,Wagar,SD,16.1525,36.2032,88.41,16,30,9.82,scattered clouds
383,Kathu,TH,7.9178,98.3332,82.22,75,96,11.7,overcast clouds
384,Dosso,NE,13.049,3.1937,90.68,33,27,7.72,scattered clouds
385,Berbera,SO,10.4396,45.0143,85.26,66,62,0.11,broken clouds
386,Kahului,US,20.8947,-156.47,82.42,61,40,19.57,scattered clouds
387,Del Rio,US,29.3627,-100.8968,87.91,20,0,6.91,clear sky
388,Sokolovyy,RU,51.5686,45.8331,44.56,45,94,4.05,overcast clouds
389,Garissa,KE,-0.4536,39.6401,75.25,86,65,11.54,broken clouds
390,Santiago Del Estero,AR,-27.7951,-64.2615,62.13,67,72,19.93,broken clouds
391,Manado,ID,1.487,124.8455,79.57,89,20,1.14,few clouds
392,Paita,PE,-5.0892,-81.1144,66.24,83,9,13.22,clear sky
393,Husavik,IS,66.0449,-17.3389,43.12,91,100,9.55,overcast clouds
394,Amalapuram,IN,16.5833,82.0167,80.65,92,38,3.29,scattered clouds
395,Quimperle,FR,47.8667,-3.55,57.97,94,100,5.75,overcast clouds
396,Abha,SA,18.2164,42.5053,69.62,37,20,0.0,few clouds
397,Duluth,US,46.7833,-92.1066,49.06,92,100,31.07,mist
398,Sevierville,US,35.8681,-83.5618,79.03,53,59,4.5,broken clouds
399,Tubuala,PA,9.5167,-79.0333,80.71,80,100,0.72,overcast clouds
400,Ahipara,NZ,-35.1667,173.1667,61.84,56,84,6.82,broken clouds
401,Kenai,US,60.5544,-151.2583,59.02,61,0,12.66,clear sky
402,Kudahuvadhoo,MV,2.6708,72.8944,82.33,73,79,9.17,broken clouds
403,Laukaa,RU,58.7372,29.8453,43.81,76,64,5.41,broken clouds
404,Mount Isa,AU,-20.7333,139.5,73.17,46,0,9.22,clear sky
405,Havre-Saint-Pierre,CA,50.2334,-63.5986,52.16,66,0,12.66,clear sky
406,Lata,PT,40.1629,-8.3327,58.08,76,27,3.94,scattered clouds
407,Pangnirtung,CA,66.1451,-65.7125,17.01,95,100,9.98,overcast clouds
408,Comodoro Rivadavia,AR,-45.8667,-67.5,40.86,42,0,6.91,clear sky
409,Kabansk,RU,52.0486,106.6528,62.92,40,4,2.33,clear sky
410,Arman,RU,59.7,150.1667,41.02,99,100,4.81,light rain
411,Camacha,PT,33.0833,-16.3333,62.02,72,75,11.5,broken clouds
412,Itaituba,BR,-4.2761,-55.9836,77.79,74,88,1.97,overcast clouds
413,Puri,IN,19.8,85.85,81.12,89,4,13.06,clear sky
414,Ballitoville,ZA,-29.539,31.2144,69.24,88,40,3.44,light rain
415,Inirida,CO,3.8653,-67.9239,74.3,95,70,1.99,broken clouds
416,San Antonio,US,29.4241,-98.4936,86.9,32,0,3.44,clear sky
417,Jagatsinghapur,IN,20.2667,86.1667,80.96,88,3,5.66,clear sky
418,Bireun,ID,5.203,96.7009,75.25,76,96,4.83,overcast clouds
419,Prien,US,30.1819,-93.2738,84.22,59,75,10.36,broken clouds
420,Muhos,FI,64.808,25.9931,53.89,46,95,8.63,overcast clouds
421,Peruibe,BR,-24.32,-46.9983,63.57,87,0,4.34,clear sky
422,Tommot,RU,58.9564,126.2925,46.96,56,84,4.83,broken clouds
423,Churapcha,RU,62.0025,132.4325,36.16,88,100,5.32,light rain
424,Fray Bentos,UY,-33.1325,-58.2956,53.73,89,100,13.0,overcast clouds
425,Saint-Francois,FR,46.4154,3.9054,50.68,93,0,3.44,clear sky
426,Cabedelo,BR,-6.9811,-34.8339,74.07,86,99,11.7,light rain
427,Santa Maria,BR,-29.6842,-53.8069,65.5,82,75,4.61,heavy intensity rain
428,Antofagasta,CL,-23.65,-70.4,58.28,84,40,5.97,scattered clouds
429,Itoman,JP,26.1247,127.6694,75.97,96,75,6.91,moderate rain
430,Kenora,CA,49.8167,-94.4337,63.57,45,75,11.5,broken clouds
431,Redmond,US,47.674,-122.1215,73.92,49,80,4.0,broken clouds
432,Blankenberge,BE,51.3131,3.1323,57.94,80,88,1.01,overcast clouds
433,Mehamn,NO,71.0357,27.8492,49.91,64,60,12.77,broken clouds
434,Coos Bay,US,43.3665,-124.2179,74.32,94,20,13.8,few clouds
435,Tank,PK,32.2217,70.3793,82.83,34,0,2.28,clear sky
436,Les Cayes,HT,18.2,-73.75,77.74,83,14,5.46,few clouds
437,Uyemskiy,RU,64.4743,40.8524,37.45,100,20,2.24,few clouds
438,Egvekinot,RU,66.3167,-179.1667,41.99,71,73,5.26,broken clouds
439,Port Huron,US,42.9709,-82.4249,65.05,81,75,16.11,broken clouds
440,Vence,FR,43.7216,7.1123,67.08,76,0,9.22,clear sky
441,Vila Franca Do Campo,PT,37.7167,-25.4333,65.19,75,60,4.9,broken clouds
442,Itapirapua,BR,-15.8233,-50.6133,71.11,44,52,5.91,broken clouds
443,Chimoio,MZ,-19.1164,33.4833,60.66,88,0,3.02,clear sky
444,Sterling,US,39.0062,-77.4286,67.91,59,100,8.99,overcast clouds
445,Torbay,CA,47.6666,-52.7314,43.29,63,20,9.22,few clouds
446,Cidreira,BR,-30.1811,-50.2056,65.55,86,32,4.79,scattered clouds
447,Chimore,BO,-16.9833,-65.1333,70.34,97,100,2.48,overcast clouds
448,Turtas,RU,58.9417,69.1325,62.67,68,93,9.44,overcast clouds
449,Bathsheba,BB,13.2167,-59.5167,81.21,78,40,16.11,scattered clouds
450,Tiruchchendur,IN,8.4833,78.1167,81.14,80,68,13.2,broken clouds
451,Padang,ID,-0.9492,100.3543,71.65,69,100,2.06,overcast clouds
452,Cabo San Lucas,MX,22.8909,-109.9124,83.61,50,0,4.61,clear sky
453,Ambon,ID,-3.6954,128.1814,77.14,88,40,2.3,scattered clouds
454,Mayo,US,38.8876,-76.5119,67.98,55,100,13.8,overcast clouds
455,Gejiu,CN,23.306,103.1635,60.1,92,90,1.86,overcast clouds
456,Beringovskiy,RU,63.05,179.3167,46.85,60,73,4.34,broken clouds
457,Nelson Bay,AU,-32.7167,152.15,64.11,89,93,1.01,overcast clouds
458,Iskateley,RU,67.6803,53.1512,49.46,72,100,19.66,overcast clouds
459,Tabou,CI,4.423,-7.3528,77.31,85,82,7.27,moderate rain
460,Upata,VE,8.0086,-62.3989,73.18,85,36,6.31,scattered clouds
461,Linxia,CN,35.6003,103.2064,58.62,81,100,1.54,overcast clouds
462,Kasiri,SL,8.9412,-13.1148,78.98,87,98,3.02,light rain
463,Vagay,RU,57.9375,69.0217,61.07,71,74,7.76,broken clouds
464,Half Moon Bay,US,37.4636,-122.4286,93.58,56,75,18.41,broken clouds
465,Limbang,MY,4.75,115.0,78.91,93,99,2.62,overcast clouds
466,Fortuna,US,40.5982,-124.1573,68.94,73,0,10.36,clear sky
467,Yuncheng,CN,35.0231,110.9928,67.84,31,99,3.94,overcast clouds
468,Bekhtery,UA,46.251,32.2927,57.74,76,86,11.25,overcast clouds
469,Ankang,CN,32.68,109.0172,66.9,87,100,3.0,overcast clouds
470,Ferme-Neuve,CA,46.7001,-75.4493,60.84,64,94,4.5,overcast clouds
471,Jizan,SA,17.3333,42.6667,86.94,73,42,2.17,scattered clouds
472,Fayaoue,NC,-20.65,166.5333,76.35,75,0,5.57,clear sky
473,Ust-Omchug,RU,61.15,149.6333,37.31,99,100,2.19,light rain
474,Christchurch,NZ,-43.5333,172.6333,50.92,70,100,10.36,overcast clouds
475,Touros,BR,-5.1989,-35.4608,75.9,88,78,10.85,broken clouds
476,Parry Sound,CA,45.3501,-80.033,64.45,59,100,5.95,overcast clouds
477,Udachnyy,RU,66.4167,112.4,37.45,74,98,15.7,overcast clouds
478,Nemuro,JP,43.3236,145.575,52.14,93,87,9.33,overcast clouds
479,Agadez,NE,19.75,10.25,86.4,11,91,9.19,overcast clouds
480,Quesnel,CA,52.9999,-122.5029,59.5,47,75,12.66,broken clouds
481,Luena,AO,-11.7833,19.9167,50.56,48,0,3.67,clear sky
482,Conde,BR,-7.2597,-34.9075,72.86,100,100,11.5,moderate rain
483,Marathon,US,44.9,-89.7668,51.55,92,100,8.05,overcast clouds
484,Quatre Cocos,MU,-20.2078,57.7625,69.91,65,47,8.37,scattered clouds
485,Talara,PE,-4.5772,-81.2719,70.56,73,0,13.8,clear sky
486,Inongo,CD,-1.95,18.2667,69.96,92,90,1.92,overcast clouds
487,Mandera,KE,3.9366,41.867,79.18,65,94,12.1,overcast clouds
488,Labrea,BR,-7.2586,-64.7981,79.52,72,81,2.28,broken clouds
489,Port-Gentil,GA,-0.7193,8.7815,75.16,94,20,10.36,few clouds
490,Santa Fe,AR,-31.6333,-60.7,54.01,81,100,8.01,light rain
491,Manono,CD,-7.3,27.4167,70.81,81,85,1.25,overcast clouds
492,Roma,US,43.2128,-75.4557,69.69,67,92,6.22,overcast clouds
493,Potsdam,DE,52.3989,13.0657,60.03,78,80,7.38,broken clouds
494,Kibaya,TZ,-5.3,36.5667,57.36,97,94,2.26,overcast clouds
495,Baruun-Urt,MN,46.6806,113.2792,64.69,22,4,6.64,clear sky
496,Hunchun,CN,42.8675,130.3581,53.44,98,100,3.62,moderate rain
497,Pokhara,NP,28.2333,83.9833,64.83,65,5,6.91,clear sky
498,Basoko,CD,1.2391,23.616,69.26,97,83,1.86,light rain
499,Fonte Boa,BR,-2.4959,-66.2662,75.83,89,75,2.98,broken clouds
500,Mogadishu,SO,2.0371,45.3438,79.18,87,100,13.6,overcast clouds
501,Ugoofaaru,MV,5.6667,73.0,82.24,78,100,10.8,overcast clouds
502,Kapoeta,SS,4.7717,33.5903,72.73,67,100,3.18,overcast clouds
503,Gamba,GA,-2.65,10.0,73.17,92,11,5.21,few clouds
504,Ballina,AU,-28.8667,153.5667,65.79,84,44,7.47,scattered clouds
505,Richards Bay,ZA,-28.783,32.0377,65.91,89,0,8.97,clear sky
506,Bandarbeyla,SO,9.4942,50.8122,78.48,90,51,22.12,broken clouds
507,Trapani,IT,37.8333,12.6667,75.88,50,95,3.06,overcast clouds
508,Metro,ID,-5.1131,105.3067,74.68,90,100,2.53,overcast clouds
509,San Ramon,US,37.7799,-121.978,99.64,38,0,16.11,clear sky
510,Saint-Pierre,RE,-21.3393,55.4781,71.28,64,0,8.05,clear sky
511,Matara,LK,5.9485,80.5353,77.67,90,75,6.89,broken clouds
512,Avera,US,33.194,-82.5271,81.91,79,94,7.65,overcast clouds
513,Teknaf,BD,20.8624,92.3058,79.95,85,21,3.09,few clouds
514,Turukhansk,RU,65.8167,87.9833,43.14,74,35,7.25,scattered clouds
515,San Quintin,MX,30.4833,-115.95,67.03,65,0,6.55,clear sky
516,Muswellbrook,AU,-32.2667,150.9,58.33,75,77,0.92,broken clouds
517,Vanimo,PG,-2.6741,141.3028,83.03,73,100,0.81,overcast clouds
518,Paragominas,BR,-2.9667,-47.4833,71.44,97,21,3.47,few clouds
519,Curillo,CO,1.0333,-75.9191,71.83,98,90,1.86,overcast clouds
520,Ilorin,NG,8.5,4.55,79.16,89,40,6.91,scattered clouds
521,Pyapon,MM,16.2833,95.6833,79.75,91,34,5.75,scattered clouds
522,Mayskiy,RU,47.6931,40.1025,54.81,76,26,5.08,scattered clouds
523,Calbuco,CL,-41.768,-73.1273,38.41,68,2,12.66,clear sky
524,Soyo,AO,-6.1349,12.3689,73.74,85,2,5.23,clear sky
525,Kungurtug,RU,50.5994,97.5228,60.73,62,93,0.58,moderate rain
526,Toora-Khem,RU,52.4675,96.11,61.63,70,95,1.83,overcast clouds
527,Sisimiut,GL,66.9395,-53.6735,36.88,69,59,2.24,broken clouds
528,Suntar,RU,62.1444,117.6319,44.15,54,100,7.34,overcast clouds
529,Nushki,PK,29.5542,66.0215,80.13,14,0,8.7,clear sky
530,Moose Factory,CA,51.2585,-80.6094,46.4,70,0,9.22,clear sky
531,Conceicao Do Araguaia,BR,-8.2578,-49.2647,73.47,64,5,2.91,clear sky
532,Jati,PK,24.3539,68.2671,81.59,82,19,16.22,few clouds
533,Parabel,RU,58.6978,81.4825,56.97,64,67,7.02,broken clouds
534,Thai Nguyen,VN,21.5928,105.8442,78.58,94,90,1.03,overcast clouds
535,Kazerun,IR,29.6195,51.6541,70.18,17,0,3.42,clear sky
536,Rosarito,MX,32.3333,-117.0333,77.63,69,23,5.37,few clouds
537,Maniitsoq,GL,65.4167,-52.9,33.22,64,61,15.28,broken clouds
538,Akureyri,IS,65.6835,-18.0878,40.93,87,100,10.36,overcast clouds
539,Zabid,YE,14.1951,43.3152,82.51,79,35,5.26,scattered clouds
540,Labuhan,ID,-6.8844,112.2051,79.54,84,100,3.13,overcast clouds
541,Ust-Tsilma,RU,65.441,52.1498,50.76,93,100,10.63,light rain
542,Luebo,CD,-5.35,21.4167,69.28,95,78,1.57,broken clouds
543,Pochutla,MX,15.7432,-96.4661,83.82,73,100,3.91,overcast clouds
544,Arrifes,PT,37.7667,-25.7,63.23,67,75,6.91,broken clouds
545,Baiyin,CN,36.5583,104.2081,61.21,67,99,1.99,overcast clouds
546,Dezful,IR,32.3811,48.4058,80.62,20,0,6.17,clear sky
547,Santarem,BR,-2.4431,-54.7083,80.73,89,0,4.61,clear sky
548,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,39.79,93,75,6.71,light rain
549,Kloulklubed,PW,7.0419,134.2556,81.1,70,100,13.06,overcast clouds
550,Kapiri Mposhi,ZM,-13.9652,28.6809,52.61,58,0,3.6,clear sky
551,Depok,ID,-6.4,106.8186,78.19,86,100,2.37,overcast clouds
552,Elizabeth City,US,36.2946,-76.2511,64.42,97,100,11.65,overcast clouds
553,Santona,ES,43.4439,-3.4576,59.07,86,34,6.17,scattered clouds
